25,1,25,26,8,1,14,11,10,11,1,2,2,1,34,11,34,28,1,43,35,35,26,18,24,13,20,20,37,12,20
25,1,25,11,43,17,14,15,11,11,1,2,2,1,34,43,34,1,1,11,24,35,11,18,24,29,9,9,34,12,20
25,1,11,26,27,17,14,12,11,12,40,40,2,1,34,4,34,30,1,11,24,35,11,18,24,20,9,9,34,12,37
25,1,25,38,43,17,15,11,11,11,2,2,2,1,34,4,34,18,1,38,24,35,24,18,24,24,9,9,1,12,20
25,1,25,11,43,17,14,11,11,11,2,2,2,1,34,43,34,1,1,11,18,35,11,34,24,2,9,9,34,12,20
25,1,7,20,24,17,18,18,11,11,2,2,2,1,34,43,34,1,1,19,24,35,24,18,24,24,9,35,31,12,20
25,1,25,4,43,33,14,11,11,11,40,2,2,2,34,43,34,1,1,4,24,35,11,23,24,24,9,9,19,23,20
25,1,25,11,43,17,14,11,11,11,8,2,2,1,34,43,34,1,1,4,12,35,11,18,31,24,9,9,34,12,17
25,1,25,35,43,17,14,11,11,11,40,2,2,1,34,4,34,6,1,35,24,35,11,18,29,2,9,9,34,12,20
25,1,25,38,43,17,14,15,11,11,2,2,2,1,34,33,34,1,1,4,24,35,11,18,29,3,9,33,34,12,20
25,1,25,4,43,17,14,11,11,11,31,2,2,1,34,43,34,1,1,4,32,35,11,18,32,2,9,9,34,12,20
25,1,25,38,43,17,14,11,11,11,40,2,2,1,34,43,34,1,1,4,24,35,11,18,24,24,9,9,19,12,20
25,1,25,11,43,17,14,11,11,11,1,2,2,1,34,43,34,1,1,11,24,35,11,24,24,24,9,9,34,12,20
25,16,25,31,2,33,18,11,11,11,16,16,17,17,34,33,34,13,24,19,37,35,11,11,8,2,23,24,26,37,20
25,1,25,11,43,17,14,11,11,11,40,2,2,1,34,43,34,1,1,11,33,35,11,18,24,3,9,9,34,12,20
25,1,25,11,43,1,11,11,11,11,39,2,2,2,34,43,34,18,1,11,24,35,11,18,24,24,32,23,1,12,20
25,1,25,11,43,17,14,11,11,11,40,2,2,1,34,43,34,1,1,4,24,35,11,18,24,24,9,9,34,12,20
